judul,berita
Subsidi Listrik dan Solar Diusulkan Turun Tahun Depan," Kementerian Energi dan Sumber Daya Mineral (ESDM) dan Komisi VII DPR RI menyepakati asumsi dasar makro RAPBN tahun 2021. Salah satu yang disepakati adalah  , dan minyak solar yang diusulkan turun.,Dalam asumsi makro RAPBN 2021 itu disepakati subsidi listrik tahun depan sebesar Rp 50,47 triliun - Rp 54,55 triliun. Angka itu lebih rendah dari subsidi listrik dalam APBN tahun 2020 yang dianggarkan sebesar Rp 54,79 triliun.,Menteri ESDM Arifin Tasrif mengungkapkan, nilai tersebut berdasarkan asumsi nilai tukar rupiah Rp 13.700 - Rp 14.900 per dolar AS dan harga minyak mentah Indonesia atau Indonesian Price Crude (IPC) 42-45 dollar AS per barel.,Menurutnya, penurunan tersebut telah mempertimbangkan usulan dari Komisi VII, efisiensi yang bisa dilakukan oleh PT PLN (Persero) dan Biaya Pokok Penyedia (BPP) listrik yang mengalami penurunan.,Yang jelas, Arifin memastikan tidak akan ada pencabutan subsidi untuk masyarakat. "" , dan biaya pokok penyediaan dipastikan turun 2021 meski tidak ada pencabutan subsidi sama dengan kebijakan 2020 penerapan ke 25 golongan,"" ujar Arifin dalam Rapat Kerja yang digelar Senin (29/6/2020).,Meski telah disepakati, tapi ada dua fraksi yang memberikan catatan, yakni Fraksi Partai Keadilan Sejahtera (PKS) dan Fraksi Partai Kebangkitan Bangsa (PKB). Kedua fraksi tersebut mengusulkan agar subsidi listrik bisa dianggarkan lebih besar.,Fraksi PKB mengusulkan subsidi listrik ada dalam rentang Rp 54,79 triliun - Rp 55,6 triliun. Sedangkan Fraksi PKS mengusulkan Rp 58 tahun sesuai outlook realisasi subsidi listrik hingga akhir tahun ini.,Terpisah, Sekretaris Jenderal Kementerian ESDM Ego Syahrial menekankan bahwa meski telah disetujui di level Komisi, tapi angka itu masih tentatif. Sebab, masih akan dibahas di Badan Anggaran (Banggar).,Angka subsidi yang pasti baru akan diumumkan oleh Presiden dalam nota keuangan. ""Satu yang perlu dicatat, ini semua tentatif. Masih awal, kita maju ke Banggar. Nah nanti semua itu akan definitif pada saat nota keuangan dibacakan Presiden,"" kata Ego saat ditemui seusai rapat kerja.,Yang pasti Ego mengatakan bahwa perubahan asumsi ICP di tahun depan mempengaruhi besaran subsidi tersebut. Pada APBN tahun lalu ICP ditetapkan US$ 63 per barel, sedangkan pada tahun depan turun menjadi 42-45 dollar AS per barel.,""Itu ICP beda sama yang dulu, dari US$ 63 ke US$ 42 perkiraan, tapi nanti ke depan kita nggak tahu. Satu lagi, kurs berubah,"" sebut Ego.,Sebagai informasi, subsidi listrik di APBN tahun 2020 sebesar Rp 54,79 triliun dengan asumsi nilai tukar rupiah Rp 14.400, ICP US$ 63 per barel dan BPP listrik sebesar Rp 1.368,51 per kWh. Realisasi subsidi dari Januari-April 2020 sebesar Rp 15,64 triliun. Sedangkan outlook 2020 diproyeksikan hingga Rp 58,18 triliun.,Selain subsidi listrik yang diusulkan turun, subsidi minyak solar (GasOil 48) pun juga diusulkan kembali mengalami penurunan di tahun depan. Pada tahun 2019, subsidi minyak solar sebesar Rp 2.000 per liter.,Kemudian turun separuh menjadi Rp 1.000 per liter dalam APBN 2020. Kemudian untuk tahun depan diusulkan kembali turun separuh menjadi Rp 500 per liter. ,Artikel ini telah tayang di , dengan judul: "
,
"Selama PSBB, Penjualan Pertamina Anjlok hingga 50 Persen"," Direktur Utama PT Pertamina (Persero) Nicke Widyawati mengatakan,  , Pertamina mengalami penurunan selama masa Pembatasan Sosial Berskala Besar (PSBB) di beberapa kota besar di Indonesia.,“Untuk daerah-daerah atau kota besar yang mengalami PSBB ini mencapai hampir 50 persen. Jadi untuk DKI kemudian Bandung, Surabaya, Makassar, Medan ini menurunnya luar biasa,” ujar Nicke saat rapat dengar pendapat dengan Komisi VI DPR RI, Senin (29/6/2020).,Nicke menambahkan, untuk skala nasional, dampak pandemi Covid-19 terhadap  , mencapai 25 persen. Angka ini bisa saja meningkat jika pandemi masih melanda Indonesia.,“Secara nasional adalah sekitar 25 persen dan kami perkirakan sampai dengan akhir tahun ini juga 25-26 persen prognosanya,” kata Nicke.,Tak hanya di hilir, lanjut Nicke, pandemi Covid-19 ini juga mempengaruhi penjualan di hulu Pertamina. ,“Jadi ini dua-duanya (hulu dan hilir) sekarang kena, sehingga baik itu , maupun , ini terkena dampaknya dalam situasi saat ini. Demikian juga penurunan arus kas,” ucap dia.,Untuk menutupi penurunan pendapatan tersebut, Nicke berharap pemerintah segera membayar biaya kompensasi ke pihaknya sebesar Rp 45 triliun.,“Nah di point inilah kami sangat terbantu dengan adanya pencairan dari piutang pemerintah ini. Ketika kemudian arus kas dari operasi ini di bulan maret dan April kita sangat suffer, jadi ini terbantu ya mudah-mudahan segera juga pencairan nya dilakukan,” ujarnya."
,
Bank BUMN Pakai Dana Rp 30 Triliun dari Pemerintah untuk Salurkan Kredit," Menteri Keuangan (Menkeu)  , Indrawati menjelaskan rincian dana Rp 30 triliun sebagai bagian dari Pemulihan Ekonomi Nasional (PEN) yang ditempatkan pemerintah kepada 4 bank pelat merah., Empat bank pelat merah tersebut antara lain, PT Bank Negara Indonesia (Persero) Tbk (BNI), PT Bank Rakyat Indonesia (Persero) Tbk (BRI), PT Bank Mandiri (Persero) Tbk, dan PT Bank Tabungan Negara (Persero) Tbk (BTN)., ""Telah dilakukan penandatanganan perjanjian kerja sama dengan bank-bank Himbara (himpunan bank-bank milik negara). Sekarang Bank Himbara telah menginformasikan penggunaan uang tersebut,"" kata Sri Mulyani dalam Rapat Kerja dengan Komisi XI DPR RI, Senin (29/6/2020)., , Bendahara Negara menyampaikan, masing-masing bank akan menyalurkan  ,-kredit di sektor riil dengan jangka waktu berbeda yang disepakati, yakni 3 bulan dan 6 bulan ke depan.,Dia bilang, bank-bank yang mendapat penempatan dana dari pemerintah harus mampu menyalurkan 3 kali lipat dari yang ditempatkan. , Lebih rinci, Bank Mandiri akan menyalurkan dana ke kredit-kredit produktif, padat karya, ketahanan pangan, dan sistem logistik nasional dengan total penyaluran mencapai Rp 21 triliun dalam waktu 3 bulan. , ""Tujuannya memperluas akses pembiayaan kepada sektor produktif sektor riil, mendorong pertumbuhan ekonomi, dan mendukung program pemerintah dalam meningkatkan ketahanan pangan. Kita harapkan untuk setiap rupiah yang disalurkan ke bank itu bisa disalurkan 3 rupiah atau 3 kali lipat,"" papar Sri Mulyani. , , Sementara itu, BRI akan menyalurkan dana untuk mendukung ekspansi kredit UMKM 6 bulan ke depan sebesar Rp 122,50 triliun dengan komposisi segmen mikro sebesar 88,87 persen atau Rp 108,80 triliun., Untuk Bank BNI, penyaluran dana tersebut akan fokus untuk melaksanakan ekspansi kredit pada sektor riil untuk korporasi, UMKM, dan kredit konsumer dalam 3 bulan ke depan. Total penyaluran senilai Rp 15,04 triliun., ""Terakhir BTN akan menyalurkan dalam 6 bulan ke depan, rencananya Rp 30,03 triliun dengan komposisi kredit perumahan 70 persen dan kredit lainnya di sektor perumahan sehingga ini punya spill over kepada kontraktor atau , yang bangun perumahan,"" jelas wanita yang akrab disapa Ani ini., Sebelumnya, Sri Mulyani menyampaikan bakal menempatkan sebesar Rp 30 triliun kepada bank umum milih pemerintah yang tergabung dalam Himpunan Bank Milik Negara (Himbara)., , Hal itu sesuai dengan Peraturan Menteri Keuangan Nomor 70/PMK.05/2020 mengenai Penempatan Uang Negara di Bank Umum dalam Rangka Percepatan Pemulihan Ekonomi Nasional., Dengan penempatan dana pemerintah tersebut, Sri Mulyani mengatakan, diharapkan dapat disalurkan kepada debitur yang merupakan pangsa pasar masing-masing bank sehingga dapat menggerakkan perekonomian di sektor riil., ""Jadi ada larangan, yaitu uang tersebut tidak boleh untuk transaksi valas atau pembelian valas. Jadi dana ini khsusu untuk mendorong perekonomian sektor riil,"" jelas Sri Mulyani."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Imbas Virus Corona, Nike Rugi Rp 11,2 Triliun"," Raksasa perlengkapan olahraga  , secara mengejutkan melaporkan  ,. Ini adalah dampak terganggunya bisnis akibat pagebluk virus corona.,Pandemi menyebabkan pendapatan Nike anjlok, meskipun penjualan daring atau online melonjak.,Dilansir dari ,, Minggu (28/6/2020), Nike melaporkan kerugian sebesar 790 juta dollar AS atau setara sekira Rp 11,2 triliun (kurs Rp 14.261 per dollar AS) pada kuartal yang berakhir pada 31 Mei 2020.,Adapun pendapatan Nike anjlok 38 persen menjadi 6,3 miliar dollar AS atau setara sekira Rp 89,8 triliun. Ini menyusul merosotnya penjualan Nike di sebagian besar negara di seluruh dunia.,Di kawasan Amerika Utara, yang merupakan pasar terbesar Nike, penjualan dilaporkan anjlok 46 persen menjadi 2,2 miliar dollar AS atau setara sekira Rp 31,3 triliun.,Nike menyatakan, sebanyak 90 persen tokonya tutup selama setidaknya delapan pekan atau dua bulan hingga berakhirnya periode kuartal lalu, yakni 31 Mei 2020, di tiga dari empat kawasan operasionalnya. Adapun pengecualian terjadi di kawasan China.,Walaupun demikian,  , melonjak 75 persen selama periode tersebut.,Nike adalah salah satu perusahaan besar pertama yang melaporkan ambrolnya  , akibat virus corona.,Nike memiliki kalender fiskal yang berbeda dengan perusahaan-perusahaan lainnya, di mana kuartal IV berakhir pada 31 Mei."
,
,
,
,
,
"Arus Modal Asing Masuk ke SBN Capai Rp 5,8 Triliun","  , tercatat mulai kembali melirik pasar obligasi Indonesia sebagai tujuan investasi. Hal tersebut terlihat dari  , yang terjadi sepanjang bulan Juni ini.,Merujuk data Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko (DJPPR) Kementerian Keuangan, tercatat jumlah kepemilikan asing di Surat Berharga Negara ( ,) capai Rp 937,63 triliun hingga Kamis (25/6/2020) lalu.,Padahal di akhir Mei, kepemilikan asing di SBN masih Rp 931,83 triliun. Artinya, sepanjang Juni ini, arus asing yang masuk ke pasar surat utang pemerintah capai Rp 5,8 triliun.,Head of Economics Research Pefindo Fikri C Permana mengatakan, kenaikan kepemilikan asing ini mengindikasikan  , yang sudah mulai kembali masuk ke pasar obligasi Indonesia. Hal ini tidak terlepas dari optimisme pelaku pasar global terhadap pemulihan ekonomi secara umum belakangan ini.,""Hanya saja, jumlah yang masuk saat ini belum terlalu signifikan, terlebih dibandingkan awal tahun yang sempat mencapai Rp 1.030 triliun. Ini menunjukkan masih ada kehati-hatian,"" kata Fikri kepada Kontan.co.id, Sabtu (27/6/2020).,Sementara itu, analis Indonesia Bond Pricing Agency (IBPA) Lili Indarli menjelaskan, capital inflow terbesar pada bulan Juni terjadi di minggu pertama. Pada periode tersebut tercatat asing masuk mencapai Rp 9,61 triliun.,Lili menyebut, tingginya inflow tersebut tidak terlepas dari adanya optimisme investor akan segera bergeraknya kembali aktivitas ekonomi dunia karena pelonggaran lockdown dan berlakunya kondisi ""New Normal"".,Lebih lanjut, dia bilang, capital outflow justru terjadi pada pekan kedua dan ketiga yang jumlahnya sekitar Rp 6,53 triliun.,Hal tersebut sempat terjadi karena mereda nya optimisme pelaku pasar terhadap perbaikan ekonomi global ditambah masih meningkatnya kasus virus corona baru serta sejumlah konflik geopolitik di negara-negara besar.,Namun, di pekan lalu, arus asing kembali masuk, ditandai dengan inflow sebesar Rp 2,72 triliun.,""Jadi kalau dilihat dari pergerakan inflow dan outflow tersebut, masih terlalu dini untuk mengatakan apakah total inflow yang terjadi di bulan ini menjadi pertanda asing sudah mulai masuk ke pasar SBN. Karena pergerakan asing saat ini sangat dipengaruhi oleh kondisi global yang ada, yang saat ini masih sangat tinggi ketidakpastiannya akibat pandemi virus corona,"" pungkas Lili. , "
,
"Pria 40 Tahun Salip Jack Ma Jadi Orang Terkaya Nomor 2 China, Ini Penyebabnya"," - CEO  ,  , menyali Jack Ma sebagai orang terkaya nomor dua di China Hal tersebut terungkap berdasarkan Forbes Real Time Billionaire Index pada Minggu (22/6/2020) lalu., Melonjaknya  , pria berusia 40 tahun itu berkat harga  , Huang di perusahaan e-coomerce China tersebut yang melonjak 87,59 dollar AS per lembar saham pada perdagangan Jumat (20/6/2020) pada perdagangan saham di Nasdaq. Angka tersebut merupakan rekor harga saham tertinggi yang pernah dicapai Pinduoduo.,Berdasarkan Forbes Real Time Billionaire Index  Minggu (28/6/2020), Huang saat ini memiliki total  , 44,2 miliar dollar AS atau sekitar Rp 627,64 triliun atau berada di posisi nomor 2 setelah CEO Tencent Holdings Ma Huateng yang juga dikenal sebagai Pony Ma, yang nilai kekayaannya mencapai 54 miliar dollar AS., Sementara saat ini Jack Ma, yang telah mengundurkan diri dari posisi CEO Alibaba dan tengah fokus pada kegiatan filantropis memiliki nilai kekayaan sebesar 43,3 miliar dollar AS., Harga saham Pinduoduo yang mengalami peningkatan hingga 300 persen tahun lalu membuat Huang yang merupakan mantan pegawai Google mampu mempersempit selisih kekayaannya dengan pendiri sekaligus mantan bos Google yang kekakayaannya sebesar 64,3 miliar dollar AS dan Seergey Brin dengan kekayaan 62,6 miliar dollar AS., Selain itu, kekayaan Huang juga sudah melampaui nilai kekayaan bos Google lainnya, Eric Smichdt., Perusahaan e-commerce milik Huang, Pinduoduo didirikan pada 2015 dan dalam waktu pendek telah menjadi salah satu bisnis ritel online terbesar di China. Kapitalisasi pasar dari perusahaan tersebut telah mencapai 104 miliar dollar AS., Berkat kinerja saham Pinduoduo tersebut, nilai kekayaan para investor pun melejit. Beberapa investor yang sukses akibat berinvestasi pada saham Pinduoduo adalah Tencent, Sequoia China dan Gaorong Capital atau Banyan Capital.,Performa saham Pinduoduo juga membantu pendiiri Gaorong Zhang Zhen dan Gao Xiang masuk ke dalam daftat Forbes Midas 2020., Untuk diketahui, sebelum mendirikan Pinduoduo, Huang merupakan pendiri Xinyoudi Studio untuk mengembangkan dan mendirikan game online serta Ouku.com, sebuah perusahaan dan platform untuk barang-barang elektronik serta perlengkapan rumah tangga., Huang memulai karirnya di kantor pusat Google pada 2004, kemudian pindah ke China sebagai bagian dari tim yang mendirikan Google China., Setelah itu, Huang dilatih sebagai data scientist serta mempresentasikan hasil kerjanya pada konferensi internasional seperti ACM SIGMOD COnference serta Konferensi Internasional MEchine Learning., Huang merupakan seorang sarjana ilmu komputer dari Zhejiang University dan memiliki gelar master ilmu komputer dari University of Misconsis Madison."
,
ETF Indonesia Tertinggi di ASEAN," , Pekan ini,  , indeks atau Exchange-Traded Fund ( ,) ke-7, resmi tercatat di PT  , (BEI).,Produk tersebut antara lain,  , Indeks Premier ETF Index IDX30 dengan kode ETF XIID yang diterbitkan PT Indo Premier Investment Management (IPIM). , Dengan pencatatan ETF XIID, maka total produk ETF yang tercatat di BEI sebanyak 45 ETF yang sekaligus menjadi yang tertinggi di ASEAN., , Komitmen BEI untuk terus menumbuhkan produk berbasis Local Index, didukung oleh 22 Manajer Investasi Penerbit ETF, dan 7 Dealer Partisipan ETF di Pasar Modal Indonesia.,Adapun nilai transaksi ETF secara keseluruhan juga terus menunjukkan peningkatan yang signifikan pada beberapa tahun terakhir, dengan rata-rata pertumbuhan sebesar 55 persen sejak 2016 sampai dengan 2019. , “Meskipun mengalami penurunan di Maret 2020 akibat pandemi Covid-19, rata-rata transaksi harian ETF mengalami peningkatan sampai dengan Februari 2020 sebesar Rp130,82 miliar per hari,” kata Sekretaris Perusahaan BEI Yulianto Aji Sadono, melalui siaran media, Minggu (28/6/2020)., Adapun beberapa agenda BEI selama sepekan termasuk pencatatan  , Berkelanjutan I Bali Tower tahap I Tahun 2020 yang diterbitkan oleh PT Bali Towerindo Sentra Tbk dengan nominal Rp 554 miliar dengan tingkat bunga 10,25 persen dan jangka waktu 3 tahun, , Sepanjang tahun 2020, total emisi  , dan sukuk yang sudah tercatat berjumlah 31 Emisi dari 26 perusahaan tercatat senilai Rp 27,41 triliun., , ,Dengan pencatatan ini, maka total emisi Obligasi dan Sukuk yang tercatat di BEI berjumlah 432 emisi dengan nilai nominal outstanding sebesar Rp 430,58 triliun dan 47,5 juta dollar AS, diterbitkan oleh 119 Perusahaan Tercatat. , Sementara itu, Surat Berharga Negara (SBN) tercatat di BEI berjumlah 97 seri dengan nilai nominal Rp 3096,39 triliun dan 400 juta dollar AS. Sementara Efek Beragun Aset (EBA) sebanyak 11 emisi senilai Rp 8,96 triliun."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Gara-gara Coca-Cola, Kekayaan Mark Zuckerberg Lenyap Rp 102,6 Triliun"," Aksi boikot sejumlah perusahaan pengiklan terbesar pada platform Facebook membuat saham raksasa media sosial tersebut anjlok.,Akhirnya,  , CEO dan pendiri Facebook  , pun terkikis.,Dilansir dari ,, Minggu (28/6/2020), kekayaan Zuckerberg raib 7,21 miliar dollar AS atau setara sekira Rp 102,6 triliun (kurs Rp 14.240 per dollar AS) pada Sabtu (27/6/2020) waktu setempat.,Adapun  , merosot lebih dari 8 persen pada penutupan perdagangan Jumat (26/6/2020) waktu setempat, sebagai dampak boykot iklan di media sosial itu., , adalah pengiklan teranyar yang mendukung kampanye bertajuk #StopHateforProfit yang digencarkan oleh kelompok aktivis hak asasi manusia AS.,CEO Coca-Cola James Quincey menyatakan, pihaknya akan menghentikan seluruh iklan di media sosial selama 30 hari sambil memikirkan ulang kebijakan perusahaan.,""Tidak ada tempat untuk rasisme di dunia dan tidak ada tempat untuk rasisme di media sosial,"" tulis Quincey dalam laman resmi Coca-Cola.,""The Coca-Cola Company akan menghentikan iklan berbayar di seluruh media sosial secara global selama setidaknya 30 hari. Kami akan memanfaatkan waktu ini untuk mempelajari kembali kebijakan iklan kami guna mempertimbangkan apakah revisi dibutuhkan. Kami juga mengharapkan akuntabilitas dan transparansi yang lebih besar dari mitra-mitra media sosial kami,"" imbuh Quincey.,Kampanye #StopHateforProfit diluncurkan pada 9 Juni 2020 pasca kematian  , oleh petugas kepolisian Minneapolis, AS dan menimbulkan gelombang protes di seluruh dunia.,Adapun Facebook menolak untuk menghapus unggahan Presiden AS Donald Trump, yang mengancam bakal menerapkan tindakan kekerasan kepada para pengunjuk rasa.,Kampanye tersebut mendesak para pengiklan-pengiklan besar untuk memikirkan kembali belanja iklan mereka di Facebook sampai media sosial itu memiliki kebijakan yang lebih ketat., ,Perusahaan besar seperti Unilever, Hershey Co, North Face, Verizon, dan lain-lain memutuskan untuk menunda atau membatalkan iklan mereka di Facebook dan platform-platform media sosial lainnya.,Iklan menyumbang hampir 100 persen pendapatan Facebook. Adapun berdasarkan data Forbes, kekayaan Zuckerberg mencapai 79,7 miliar dollar AS atau setara sekira Rp 1.134 triliun."
,
Erick Thohir Larang BUMN Ambil Proyek Kecil yang Jadi Jatah UMKM," Menteri Badan Usaha Milik Negara ( ,)  , meminta perusahaan negara untuk tidak mengambil  ,-proyek yang bernilai kecil yang seharusnya bisa digarap pelaku usaha Usaha Mikro Kecil dan Menengah ( ,).,Dia mengungkapkan, selama ini banyak BUMN maupun anak usahanya yang ikut dalam tender yang nilainya relatif kecil. Padahal, proyek-proyek kecil tersebut sangat berarti bagi sektor UMKM.,""Nantinya, BUMN tidak boleh ikut tender apalagi yang kecil-kecil. Kita mau prioritaskan ke UMKM,"" ujar Erick dikutip dari , Minggu (28/6/2020).,Hal itu juga bertujuan agar ada pemerataan ekonomi. Di mana banyak usaha UMKM bergeliat dan ikut berkontribusi pada perekonomian nasional.,""Ini jadi tujuan ke depan dengan target Indonesia emas 2045, top lima besar ekonomi, pertumbuhan ekonomi 5,7 persen, populasi 319 juta dengan usia harapan hidup 75,5 tahun,"" jelas Erick.,Mantan Presiden Inter Milan ini menuturkan, proyek-proyek kecil yang lazimnya digarap UMKM namun juga ikut dimasuki BUMN dan  ,, antara lain sektor pengadaan makanan dan minuman hingga penyediaan alat berat.,""Indonesia bisa jadi negara besar karena dua hal, penduduk dan sumber daya alam. Kita jangan jadi pasar lagi. Kita punya yang namanya sumber daya alam, dan pasar yang sangat besar,"" kata dia lagi.,Beberapa waktu lalu, Erick juga pernah mewajibkan beberapa BUMN untuk memberikan proyek kepada pelaku UMKM.,“Untuk yang kecil sudah kita mapping, dari 30 BUMN mana saja yang ,-nya itu harus diprioritaskan untuk UMKM. Tender (yang nilainya) Rp 2 miliar-Rp 14 miliar Itu akan kita prioritaskan ke sana, dengan proses transparan,” ujar Erick.,Erick tak mau lagi ada BUMN yang memonopoli proyek. Dia ingin BUMN menggandeng swasta dan UMKM dalam menjalankannya.,“Itu enggak ada lagi BUMN ikut tender. BUMN sama BUMN ikut tender di BUMN, padahal barangnya dari swasta juga. Itu yang tidak boleh lagi,” kata dia.,Erick mencontohkan, proyek besar dalam negeri yang bisa dikerjasamakan dengan pihak swasta. Misalnya, pengembangan Pelabuhan Benoa di Bali.,“Di situ kita undang swasta, siapa yang ahli, untuk melakukan perawatan. BUMN bukan ahlinya ,-lah,” ucap dia.,Sebelumnya, Ketua Umum Badan Pengurus Pusat Himpunan Pengusaha Muda Indonesia (BPP Hipmi), Mardani H Maming mengatakan, upaya Kementerian BUMN menghapus praktik monopoli proyek pemerintah menjadi angin segar bagi pengusaha muda agar lebih berkembang.,""Kami berterima kasih kepada Menteri BUMN Erick Thohir atas keputusannya yang membuka peluang bagi swasta dan UMKM untuk menggarap proyek yang nilainya berkisar Rp2 miliar Rp14 miliar. Saya yakin anggota HIPMI lebih semangat lagi untuk maju,"" kata Mardani.,Menurut dia, saatnya pengusaha muda yang umumnya memiliki bidang usaha kategori UMKM diberikan kesempatan lebih luas untuk mengembangkan bisnis.,Salah satu pintu masuknya yaitu dapat menggarap proyek pembangunan dalam negeri yang banyak tersedia dari pemerintah.,""Kesempatan emas bersinergi dengan pemerintah harus benar-benar bisa dimanfaatkan kawan-kawan pelaku UMKM. Tunjukkan jika kita memiliki potensi asal diberi ruang terlibat,"" tutur Mardani."
,
"Ada Pandemi, Industri Tambak Udang dan Es Batangan di Bangka Tetap Tumbuh"," Pandemi Covid-19 tak serta merta merontokkan sektor industri di Kepulauan  ,., Seperti  , dan es batangan justru memerlihatkan tren pertumbuhan., "" , dan es batangan sejauh ini tidak terdampak. Bahkan ada beberapa yang dalam proses tambah daya dan penyambungan baru,"" kata Manajer  , UP3 Area Bangka, Chandra Afeli, saat monitoring pembangkit listrik di Pulau Lepar, Bangka Selatan, Sabtu (27/6/2020)., Chandra menuturkan, tambak udang skala industri seperti dari jenis udang Vaname ada yang membutuhkan daya hingga 1,7 MW. Sementara tambak yang lainnya rata-rata dipasok sebesar 197 kVa., Hingga saat ini di wilayah Bangka ada sekitar 90 lokasi tambak udang dengan sistem produksi dan penjualan yang sudah terbangun., Sedangkan untuk industri es batangan rata-rata meminta daya di angka 240 kVa., ""Udang ini sebagai produk perikanan berdampingan dengan es batangan,"" ujar Chandra., Demi keandalan pasokan listrik, kata Chandra, petugas disiagakan selama 24 jam untuk layanan industri prioritas., Selain itu ada generator bergerak atau kubikel mobile yang bisa dioperasikan dalam kondisi darurat., Sedangkan kondisi berbeda terjadi pada sektor perhotelan dan smelter timah., Dua sektor tersebut terdampak Covid-19 sehingga banyak yang minta pengurangan daya., ""Harapan kami pandemi segera berakhir karena banyak juga yang terdampak. Operasional mereka berkurang bahkan ada yang berhenti,"" pungkasnya."
,
"Kemenkeu Prediksi Pertumbuhan Ekonomi Kuartal II-2020 Negatif 3,8 Persen","Imbas pandemi Covid-19 terhadap perekonomian nasional diprediksi akan lebih buruk pada kuartal II tahun ini dibanding kuartal sebelumnya. Hal ini diakibatkan penerapan pembatasan sosial berskala besar (PSBB) di sejumlah wilayah.,Kepala Badan Kebijakan Fiskal Kementerian Keuangan Febrio Kacaribu memprediksi, pada kuartal II-2020 perekonomian nasional akan tumbuh negatif hingga 3,8 persen. Jauh lebih dalam dibanding proyeksi pasar yang dihimpun , yakni sebesar - 3,1 persen.,""Kita saat ini melihatnya di Q2 itu akan minus 3,8 persen kurang lebih dan itu sangat dalam karena biasanya kita rata-rata 5 persen,"" katanya dalam sebuah diskusi virtual, Sabtu (27/6/2020).,Menurutnya, hal tersebut diakibatkan adanya kebijakan PSBB yang diterapkan sejumlah wilayah, khususnya Jabodetabek, sejak akhir Maret lalu.,""Lihat Jakarta ini 18 persen (kontribusi ke PDB) termasukJabodetabek itu sangat besar peranannya,"" ujarnya.,Meski saat ini Jabodetabek sudah merelaksasi kebijakan PSBB, sejumlah wilayah lain justru mengalami peningkatan kasus positif Covid-19. ,Hal tersebut berpotensi memunculkan kebijakan serupa PSBB diterapkan. Misal di Jawa Timur dan Jawa Tengah.,""Episentrum baru itu Jatim dan Jateng itu yang paling besar selama share GDB-nya. Jatim 15 persen dan Jateng 8,6 persen, Sulsel juga sebenarnya mulai menjadi episentrum baru, inilah yang jadi risiko ke depan,"" tuturnya.,Sebelumnya, Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bahkan memprediksikan, pada kuartal kedua tahun ini Indonesia sudah akan memasuki resesi.,Hal tersebut sejalan dengan proyeksi pertumbuhan ekonomi nasional pada kuartal II-2020 yang akan berada di zona negatif.,""Berbagai negara memang di kuartal I masih positif, temrasuk Indonesia, China dan India. Tapi dalam kuartal dua diperkirakan kita sudah masuk ke dalam zona negatif, diperkirakan kita kuartal II karena kemarin PSBB ini kemarin kita sudah masuk zona resesi juga,"" tuturnya dalam sebuah diskusi virtual, Jumat (26/6/2020)."
,
,
,
,
,
,
,
,
,
,
,
"Di Jakarta, Baru 0,04 Persen Angkutan Umum Gunakan Kendaraan Listrik"," Kepala Dinas Perhubungan DKI Jakarta Syafrin Liputo mengungkapkan, penggunaan  , untuk angkutan umum di Jakarta masih sedikit. ,Dari total 89.773 armada angkutan umum di Jakarta, 50 persennya mengkonsumsi solar dan 37,7 persen mengkonsumsi premium.,""(Sementara) Angkutan umum dan angkutan barang yang menggunakan bahan bakar gas sebanyak 16,3 persen. Sementara, untuk kendaraan listrik masih sangat kecil baru 0,04 persen,"" katanya dalam bincang virtual yang digagas oleh Yayasan Lembaga Konsumen Indonesia (YLKI), Sabtu (27/6/2020).,""Ini karena memang untuk kendaraan listrik baru dioperasionalkan TransJakarta dan juga angkutan taksi yang dioperasionalkan oleh PT Blue Bird,"" ucapnya.,Oleh sebab itu, terbit Instruksi Gubernur (Ingub) Nomor 66 Tahun 2019, yang di dalamnya terdapat 7 program prioritas penanganan kualitas udara Jakarta.,Salah satunya, pembatasan usia kendaraan angkutan umum di Jakarta tidak boleh lebih dari 10 tahun.,""Ini pun kami tindaklanjuti dengan instruksi kepala dinas. Kami sudah mulai melakukan pengawasan ketat pengujian kendaraan bermotor. Jadi bagi kendaraan bermotor di atas 10 tahun tidak dilaksanakan lagi pengujian, kami imbau melakukan peremajaan kendaraan. Bahkan ada beberapa yang sudah kami scraping,"" ujarnya."
,
,
,
,
,
